id,parentId,name,lastName,position,image,Department,phone_number,hire_date,job_id,salary,commission_pct,department_id,job_min_salary,location_state,job_max_salary,department_name,department_location_id,department_location_street_address,department_location_postal_code,department_location_country_id,department_location_country_name,department_location_country_region_id,department_location_country_region_name
770952,440064,Sameed Ul Mueez,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Parts,440064,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771007,440064,Abbas Ali Khan,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Parts,440064,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771020,440064,Mir Imam Baksh,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Parts,440064,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771047,440064,Muhammad Hussain,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Parts,440064,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440389,440067,Muhammad Irshad,Junior Manager,Junior Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440606,440067,Misbah Farooq,Assistant Manager,Assistant Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440929,440067,Muhammad Umair,Assistant Manager,Assistant Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550580,440067,Muhammad Sami ,Team Associate,Team Associate,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550939,440067,Khurram Adil ,Associate,Associate,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
552055,440067,Rahat Khan,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771268,440067,Syed Faham Abbas Naqvi,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771472,440067,Areeba Khalid,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Quality,440067,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440407,440070,Syed Yasir Abbas,Group Technical Specialist,Group Technical Specialist,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Production Planning & SCM,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550600,440070,Muhammad Wajahat Ullah Qureshi,Senior Associate Leader,Senior Associate Leader,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550746,440070,Aqdas Hussain ,Senior Associate Leader,Senior Associate Leader,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551091,440070,Muhammad Sajid,Associate,Associate,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551272,440070,Usman Ghani,Associate,Associate,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551809,440070,Waleed Khan,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
770860,440070,Moiz Khan,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
770935,440070,Muhammad Saleem,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
771066,440070,Syed Qalbe Abbas,Apprentice,Apprentice,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440070,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440317,440071,Trupthi Suresh Umrathia,Deputy Manager,Deputy Manager,https://bumbeishvili.github.io/avatars/avatars/portrait63.png,Customer First Commercial,440071,2006-07-23T20:00:00.000Z,SH_CLERK,3400,,50,2500,California,5500,Shipping,1500,2011 Interiors Blvd,99236,US,United States of America,2,Americas
440319,440071,Hyder Ali,Junior Manager,Junior Manager,https://bumbeishvili.github.io/avatars/avatars/portrait112.png,Customer First Commercial,440071,2007-03-06T20:00:00.000Z,SH_CLERK,3000,,50,2500,California,5500,Shipping,1500,2011 Interiors Blvd,99236,US,United States of America,2,Americas
440871,440071,Muhammad Fasih Alam,Assistant Manager,Assistant Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440876,440071,Muhammad Areeb,Assistant Manager,Assistant Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440880,440071,Muneeb Jawed,Deputy Manager,Deputy Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440975,440071,Rizwan Bashir Ahmed,Associate Manager,Associate Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
441029,440071,Mohib Khan,Deputy Manager,Deputy Manager,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551995,440071,Rizwan Aijaz,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Customer First Commercial,440071,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550436,440080,Faizan Khan ,Associate.,Associate.,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550437,440080,Muhammad Moiz Khan,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550445,440080,Rizwan  ,Senior Associate Leader,Senior Associate Leader,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550487,440080,Sami Uddin,Associate.,Associate.,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550880,440080,Samiullah Khan ,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550882,440080,Mujeeb Ur Rehman,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
550913,440080,Irfan Uddin ,Associate,Associate,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551094,440080,Danish,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551337,440080,Abdul Sami,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
551545,440080,Sajid,Team Member,Team Member,https://bumbeishvili.github.io/avatars/avatars/portrait123.png,Warehouse,440080,2002-07-06T19:00:00.000Z,AC_ACCOUNT,8300,,110,4200,Washington,9000,Accounting,1700,2004 Charade Rd,98199,US,United States of America,2,Americas
440174,440102,Khalid Ali Arshad,Assistant Manager,Assistant Manager,https://bumbeishvili.github.io/avatars/avatars/portrait73.png,Customer First Parts,440102,2006-04-14T20:00:00.000Z,ST_CLERK,2600,,50,2008,California,5000,Shipping,1500,2011 Interiors Blvd,99236,US,United States of America,2,Americas
440346,440102,Aftab Ali Soomro,Junior Manager,Junior Manager,https://bumbeishvili.github.io/avatars/avatars/portrait117.png,Customer First Parts,440102,2006-06-22T20:00:00.000Z,SH_CLERK,3000,,50,2500,California,5500,Shipping,1500,2011 Interiors Blvd,99236,US,United States of America,2,Americas
